519,2013,26,5,7,0,0,2
519,2013,26,5,8,0,0,1
519,2013,26,5,9,0,0,1
519,2013,26,5,10,0,0,1
519,2013,26,5,11,0,0,1
519,2013,26,5,12,0,0,2
519,2013,26,5,13,0,0,1
519,2013,26,5,14,0,0,1
519,2013,26,5,15,0,0,1
519,2013,26,5,16,0,0,1
519,2013,26,5,17,0,0,2
519,2013,26,5,18,0,0,2
519,2013,26,5,19,0,0,2
519,2013,26,5,20,0,0,1
519,2013,26,5,21,0,0,1
519,2013,26,5,22,0,0,1
519,2013,26,5,23,0,0,1
519,2013,26,6,0,0,0,1
519,2013,26,6,1,0,0,1
519,2013,26,6,2,0,0,1
519,2013,26,6,3,0,0,1
519,2013,26,6,4,0,0,1
519,2013,26,6,5,0,0,1
519,2013,26,6,6,0,0,1
519,2013,26,6,7,0,0,1
519,2013,26,6,8,0,0,1
519,2013,26,6,9,0,0,1
519,2013,26,6,10,0,0,2
519,2013,26,6,11,0,0,2
519,2013,26,6,12,0,0,2
519,2013,26,6,13,0,0,1
519,2013,26,6,14,0,0,1
519,2013,26,6,15,0,0,1
519,2013,26,6,16,0,0,1
519,2013,26,6,17,0,0,1
519,2013,26,6,18,0,0,1
519,2013,26,6,19,0,0,1
519,2013,26,6,20,0,0,1
519,2013,26,6,21,0,0,1
519,2013,26,6,22,0,0,1
519,2013,26,6,23,0,0,1
519,2013,27,0,0,0,0,1
519,2013,27,0,1,0,0,1
519,2013,27,0,2,0,0,1
519,2013,27,0,3,0,0,1
519,2013,27,0,4,0,0,1
519,2013,27,0,5,0,0,1
519,2013,27,0,6,0,0,1
519,2013,27,0,7,0,0,1
519,2013,27,0,8,0,0,1
519,2013,27,0,9,0,0,1
519,2013,27,0,10,0,0,1
519,2013,27,0,11,0,0,1
519,2013,27,0,12,0,0,1
519,2013,27,0,13,0,0,1
519,2013,27,0,14,0,0,1
519,2013,27,0,15,0,0,1
519,2013,27,0,16,0,0,1
519,2013,27,0,17,0,0,1
519,2013,27,0,18,0,0,1
519,2013,27,0,19,0,0,1
519,2013,27,0,20,0,0,1
519,2013,27,0,21,0,0,1
519,2013,27,0,22,0,0,1
519,2013,27,0,23,0,0,2
519,2013,27,1,0,0,0,2
519,2013,27,1,1,0,0,2
519,2013,27,1,2,0,0,1
519,2013,27,1,3,0,0,1
519,2013,27,1,4,0,0,1
519,2013,27,1,5,0,0,1
519,2013,27,1,6,0,0,1
519,2013,27,1,7,0,0,1
519,2013,27,1,8,0,0,1
519,2013,27,1,9,0,0,1
519,2013,27,1,10,0,0,1
519,2013,27,1,11,0,0,1
519,2013,27,1,12,0,0,1
519,2013,27,1,13,0,0,1
519,2013,27,1,14,0,0,1
519,2013,27,1,15,0,0,1
519,2013,27,1,16,0,0,1
519,2013,27,1,17,0,0,1
519,2013,27,1,18,0,0,1
519,2013,27,1,19,0,0,1
519,2013,27,1,20,0,0,1
519,2013,27,1,21,0,0,1
519,2013,27,1,22,0,0,1
519,2013,27,1,23,0,0,1
519,2013,27,2,0,0,0,1
519,2013,27,2,1,0,0,5
519,2013,27,2,2,0,0,2
519,2013,27,2,3,0,0,1
519,2013,27,2,4,0,0,1
519,2013,27,2,5,0,0,1
519,2013,27,2,6,0,0,1
519,2013,27,2,7,0,0,1
519,2013,27,2,8,0,0,1
519,2013,27,2,9,0,0,1
519,2013,27,2,10,0,0,3
519,2013,27,2,11,0,0,3
519,2013,27,2,12,0,0,1
519,2013,27,2,13,0,0,1
519,2013,27,2,14,0,0,1
519,2013,27,2,15,0,0,1
519,2013,27,2,16,0,0,1
519,2013,27,2,17,0,0,1
519,2013,27,2,18,0,0,1
519,2013,27,2,19,0,0,1
519,2013,27,2,20,0,0,3
519,2013,27,2,21,0,0,3
519,2013,27,2,22,0,0,3
519,2013,27,2,23,0,0,4
519,2013,27,3,0,0,0,4
519,2013,27,3,1,0,0,5
519,2013,27,3,2,0,0,3
519,2013,27,3,3,0,0,3
519,2013,27,3,4,0,0,3
519,2013,27,3,5,0,0,1
519,2013,27,3,6,0,0,1
519,2013,27,3,7,0,0,1
519,2013,27,3,8,0,0,1
519,2013,27,3,9,0,0,1
519,2013,27,3,10,0,0,2
519,2013,27,3,11,0,0,2
519,2013,27,3,12,0,0,1
519,2013,27,3,13,0,0,1
519,2013,27,3,14,0,0,1
519,2013,27,3,15,0,0,1
519,2013,27,3,16,0,0,1
519,2013,27,3,17,0,0,3
519,2013,27,3,18,0,0,3
519,2013,27,3,19,0,0,3
519,2013,27,3,20,0,0,3
519,2013,27,3,21,0,0,3
519,2013,27,3,22,0,0,3
519,2013,27,3,23,0,0,1
519,2013,27,4,0,0,0,1
519,2013,27,4,1,0,0,1
519,2013,27,4,2,0,0,5
519,2013,27,4,3,0,0,1
519,2013,27,4,4,0,0,2
519,2013,27,4,5,0,0,3
519,2013,27,4,6,0,0,2
519,2013,27,4,7,0,0,2
519,2013,27,4,8,0,0,3
519,2013,27,4,9,0,0,2
519,2013,27,4,10,0,0,3
519,2013,27,4,11,0,0,2
519,2013,27,4,12,0,0,2
519,2013,27,4,13,0,0,2
519,2013,27,4,14,0,0,2
519,2013,27,4,15,0,0,2
519,2013,27,4,16,0,0,3
519,2013,27,4,17,0,0,2
519,2013,27,4,18,0,0,2
519,2013,27,4,19,0,0,3
519,2013,27,4,20,0,0,4
519,2013,27,4,21,0,0,4
519,2013,27,4,22,0,0,4
519,2013,27,4,23,0,0,2
519,2013,27,5,0,0,0,1
519,2013,27,5,1,0,0,2
519,2013,27,5,2,0,0,3
519,2013,27,5,3,0,0,3
519,2013,27,5,4,0,0,3
519,2013,27,5,5,0,0,1
519,2013,27,5,6,0,0,1
519,2013,27,5,7,0,0,1
519,2013,27,5,8,0,0,2
519,2013,27,5,9,0,0,2
519,2013,27,5,10,0,0,2
519,2013,27,5,11,0,0,4
519,2013,27,5,12,0,0,3
519,2013,27,5,13,0,0,3
519,2013,27,5,14,0,0,3
519,2013,27,5,15,0,0,3
519,2013,27,5,16,0,0,2
519,2013,27,5,17,0,0,2
519,2013,27,5,18,0,0,2
519,2013,27,5,19,0,0,2
519,2013,27,5,20,0,0,3
519,2013,27,5,21,0,0,3
519,2013,27,5,22,0,0,3
519,2013,27,5,23,0,0,3
519,2013,27,6,0,0,0,4
519,2013,27,6,1,0,0,4
519,2013,27,6,2,0,0,2
519,2013,27,6,3,0,0,2
519,2013,27,6,4,0,0,2
519,2013,27,6,5,0,0,2
519,2013,27,6,6,0,0,2
519,2013,27,6,7,0,0,2
519,2013,27,6,8,0,0,2
519,2013,27,6,9,0,0,2
519,2013,27,6,10,0,0,2
519,2013,27,6,11,0,0,2
519,2013,27,6,12,0,0,2
519,2013,27,6,13,0,0,2
519,2013,27,6,14,0,0,2
519,2013,27,6,15,0,0,2
519,2013,27,6,16,0,0,2
519,2013,27,6,17,0,0,2
519,2013,27,6,18,0,0,3
519,2013,27,6,19,0,0,2
519,2013,27,6,20,0,0,3
519,2013,27,6,21,0,0,5
519,2013,27,6,22,0,0,4
519,2013,27,6,23,0,0,2
519,2013,28,0,0,0,0,2
519,2013,28,0,1,0,0,2
519,2013,28,0,2,0,0,2
519,2013,28,0,3,0,0,2
519,2013,28,0,4,0,0,2
519,2013,28,0,5,0,0,2
519,2013,28,0,6,0,0,2
519,2013,28,0,7,0,0,2
519,2013,28,0,8,0,0,2
519,2013,28,0,9,0,0,4
519,2013,28,0,10,0,0,4
519,2013,28,0,11,0,0,2
519,2013,28,0,12,0,0,2
519,2013,28,0,13,0,0,2
519,2013,28,0,14,0,0,3
519,2013,28,0,15,0,0,3
519,2013,28,0,16,0,0,3
519,2013,28,0,17,0,0,2
519,2013,28,0,18,0,0,2
519,2013,28,0,19,0,0,2
519,2013,28,0,20,0,0,2
519,2013,28,0,21,0,0,2
519,2013,28,0,22,0,0,5
519,2013,28,0,23,0,0,4
519,2013,28,1,0,0,0,2
519,2013,28,1,1,0,0,1
519,2013,28,1,2,0,0,2
519,2013,28,1,3,0,0,3
519,2013,28,1,4,0,0,2
519,2013,28,1,5,0,0,2
519,2013,28,1,6,0,0,2
519,2013,28,1,7,0,0,2
519,2013,28,1,8,0,0,2
519,2013,28,1,9,0,0,2
519,2013,28,1,10,0,0,2
519,2013,28,1,11,0,0,2
519,2013,28,1,12,0,0,2
519,2013,28,1,13,0,0,1
519,2013,28,1,14,0,0,1
519,2013,28,1,15,0,0,1
519,2013,28,1,16,0,0,1
519,2013,28,1,17,0,0,1
519,2013,28,1,18,0,0,1
519,2013,28,1,19,0,0,1
519,2013,28,1,20,0,0,1
519,2013,28,1,21,0,0,1
519,2013,28,1,22,0,0,1
519,2013,28,1,23,0,0,1
519,2013,28,2,0,0,0,1
519,2013,28,2,1,0,0,1
519,2013,28,2,2,0,0,1
519,2013,28,2,3,0,0,1
519,2013,28,2,4,0,0,1
519,2013,28,2,5,0,0,2
519,2013,28,2,6,0,0,2
519,2013,28,2,7,0,0,1
519,2013,28,2,8,0,0,1
519,2013,28,2,9,0,0,1
519,2013,28,2,10,0,0,1
519,2013,28,2,11,0,0,1
519,2013,28,2,12,0,0,1
519,2013,28,2,13,0,0,1
519,2013,28,2,14,0,0,1
519,2013,28,2,15,0,0,1
519,2013,28,2,16,0,0,1
519,2013,28,2,17,0,0,1
519,2013,28,2,18,0,0,1
519,2013,28,2,19,0,0,4
519,2013,28,2,20,0,0,4
519,2013,28,2,21,0,0,4
519,2013,28,2,22,0,0,4
519,2013,28,2,23,0,0,3
519,2013,28,3,0,0,0,3
519,2013,28,3,1,0,0,3
519,2013,28,3,2,0,0,1
519,2013,28,3,3,0,0,1
519,2013,28,3,4,0,0,1
519,2013,28,3,5,0,0,1
519,2013,28,3,6,0,0,1
519,2013,28,3,7,0,0,1
519,2013,28,3,8,0,0,1
519,2013,28,3,9,0,0,1
519,2013,28,3,10,0,0,2
519,2013,28,3,11,0,0,1
519,2013,28,3,12,0,0,1
519,2013,28,3,13,0,0,1
519,2013,28,3,14,0,0,1
519,2013,28,3,15,0,0,1
519,2013,28,3,16,0,0,1
519,2013,28,3,17,0,0,1
519,2013,28,3,18,0,0,1
519,2013,28,3,19,0,0,1
519,2013,28,3,20,0,0,1
519,2013,28,3,21,0,0,1
519,2013,28,3,22,0,0,1
519,2013,28,3,23,0,0,1
519,2013,28,4,0,0,0,1
519,2013,28,4,1,0,0,1
519,2013,28,4,2,0,0,2
519,2013,28,4,3,0,0,2
519,2013,28,4,4,0,0,2
519,2013,28,4,5,0,0,1
519,2013,28,4,6,0,0,2
519,2013,28,4,7,0,0,2
519,2013,28,4,8,0,0,2
519,2013,28,4,9,0,0,1
519,2013,28,4,10,0,0,1
519,2013,28,4,11,0,0,2
519,2013,28,4,12,0,0,1
519,2013,28,4,13,0,0,1
519,2013,28,4,14,0,0,1
519,2013,28,4,15,0,0,1
519,2013,28,4,16,0,0,1
519,2013,28,4,17,0,0,1
519,2013,28,4,18,0,0,1
519,2013,28,4,19,0,0,1
519,2013,28,4,20,0,0,1
519,2013,28,4,21,0,0,1
519,2013,28,4,22,0,0,1
519,2013,28,4,23,0,0,1
519,2013,28,5,0,0,0,1
519,2013,28,5,1,0,0,1
519,2013,28,5,2,0,0,1
519,2013,28,5,3,0,0,1
519,2013,28,5,4,0,0,1
519,2013,28,5,5,0,0,1
519,2013,28,5,6,0,0,1
519,2013,28,5,7,0,0,1
519,2013,28,5,8,0,0,1
519,2013,28,5,9,0,0,1
519,2013,28,5,10,0,0,1
519,2013,28,5,11,0,0,1
519,2013,28,5,12,0,0,1
519,2013,28,5,13,0,0,1
519,2013,28,5,14,0,0,1
519,2013,28,5,15,0,0,1
519,2013,28,5,16,0,0,1
519,2013,28,5,17,0,0,1
519,2013,28,5,18,0,0,1
519,2013,28,5,19,0,0,1
519,2013,28,5,20,0,0,1
519,2013,28,5,21,0,0,1
519,2013,28,5,22,0,0,1
519,2013,28,5,23,0,0,1
519,2013,28,6,0,0,0,1
519,2013,28,6,1,0,0,1
519,2013,28,6,2,0,0,1
519,2013,28,6,3,0,0,1
519,2013,28,6,4,0,0,1
519,2013,28,6,5,0,0,1
519,2013,28,6,6,0,0,1
519,2013,28,6,7,0,0,1
519,2013,28,6,8,0,0,2
519,2013,28,6,9,0,0,2
519,2013,28,6,10,0,0,1
519,2013,28,6,11,0,0,2
519,2013,28,6,12,0,0,1
519,2013,28,6,13,0,0,1
519,2013,28,6,14,0,0,1
519,2013,28,6,15,0,0,1
519,2013,28,6,16,0,0,1
519,2013,28,6,17,0,0,1
519,2013,28,6,18,0,0,1
519,2013,28,6,19,0,0,1
519,2013,28,6,20,0,0,1
519,2013,28,6,21,0,0,1
519,2013,28,6,22,0,0,1
519,2013,28,6,23,0,0,1
519,2013,29,0,0,0,0,1
519,2013,29,0,1,0,0,1
519,2013,29,0,2,0,0,1
519,2013,29,0,3,0,0,1
519,2013,29,0,4,0,0,1
519,2013,29,0,5,0,0,1
519,2013,29,0,6,0,0,1
519,2013,29,0,7,0,0,1
519,2013,29,0,8,0,0,1
519,2013,29,0,9,0,0,1
519,2013,29,0,10,0,0,1
519,2013,29,0,11,0,0,1
519,2013,29,0,12,0,0,1
519,2013,29,0,13,0,0,1
519,2013,29,0,14,0,0,1
519,2013,29,0,15,0,0,1
519,2013,29,0,16,0,0,1
519,2013,29,0,17,0,0,1
519,2013,29,0,18,0,0,1
519,2013,29,0,19,0,0,1
519,2013,29,0,20,0,0,4
519,2013,29,0,21,0,0,4
519,2013,29,0,22,0,0,4
519,2013,29,0,23,0,0,2
519,2013,29,1,0,0,0,2
519,2013,29,1,1,0,0,5
519,2013,29,1,2,0,0,3
519,2013,29,1,3,0,0,1
519,2013,29,1,4,0,0,1
519,2013,29,1,5,0,0,1
519,2013,29,1,6,0,0,2
519,2013,29,1,7,0,0,1
519,2013,29,1,8,0,0,2
519,2013,29,1,9,0,0,2
519,2013,29,1,10,0,0,2
519,2013,29,1,11,0,0,1
519,2013,29,1,12,0,0,1
519,2013,29,1,13,0,0,1
519,2013,29,1,14,0,0,1
519,2013,29,1,15,0,0,1
519,2013,29,1,16,0,0,1
519,2013,29,1,17,0,0,1
519,2013,29,1,18,0,0,1
519,2013,29,1,19,0,0,1
519,2013,29,1,20,0,0,2
519,2013,29,1,21,0,0,2
519,2013,29,1,22,0,0,2
519,2013,29,1,23,0,0,2
519,2013,29,2,0,0,0,2
519,2013,29,2,1,0,0,2
519,2013,29,2,2,0,0,3
519,2013,29,2,3,0,0,5
519,2013,29,2,4,0,0,5
519,2013,29,2,5,0,0,5
519,2013,29,2,6,0,0,5
519,2013,29,2,7,0,0,5
519,2013,29,2,8,0,0,1
519,2013,29,2,9,0,0,1
519,2013,29,2,10,0,0,2
519,2013,29,2,11,0,0,2
519,2013,29,2,12,0,0,2
519,2013,29,2,13,0,0,2
519,2013,29,2,14,0,0,2
519,2013,29,2,15,0,0,1
519,2013,29,2,16,0,0,1
519,2013,29,2,17,0,0,2
519,2013,29,2,18,0,0,4
519,2013,29,2,19,0,0,5
519,2013,29,2,20,0,0,3
519,2013,29,2,21,0,0,3
519,2013,29,2,22,0,0,2
519,2013,29,2,23,0,0,2
519,2013,29,3,0,0,0,2
519,2013,29,3,1,0,0,2
519,2013,29,3,2,0,0,2
519,2013,29,3,3,0,0,2
519,2013,29,3,4,0,0,3
519,2013,29,3,5,0,0,2
519,2013,29,3,6,0,0,2
519,2013,29,3,7,0,0,2
519,2013,29,3,8,0,0,5
519,2013,29,3,9,0,0,3
519,2013,29,3,10,0,0,4
519,2013,29,3,11,0,0,4
519,2013,29,3,12,0,0,2
519,2013,29,3,13,0,0,4
519,2013,29,3,14,0,0,1
519,2013,29,3,15,0,0,2
519,2013,29,3,16,0,0,1
519,2013,29,3,17,0,0,1
519,2013,29,3,18,0,0,1
519,2013,29,3,19,0,0,1
519,2013,29,3,20,0,0,2
519,2013,29,3,21,0,0,4
519,2013,29,3,22,0,0,2
519,2013,29,3,23,0,0,3
519,2013,29,4,0,0,0,3
519,2013,29,4,1,0,0,3
519,2013,29,4,2,0,0,4
519,2013,29,4,3,0,0,4
519,2013,29,4,4,0,0,1
519,2013,29,4,5,0,0,1
519,2013,29,4,6,0,0,2
519,2013,29,4,7,0,0,1
519,2013,29,4,8,0,0,1
519,2013,29,4,9,0,0,1
519,2013,29,4,10,0,0,1
519,2013,29,4,11,0,0,1
519,2013,29,4,12,0,0,1
519,2013,29,4,13,0,0,1
519,2013,29,4,14,0,0,1
519,2013,29,4,15,0,0,1
519,2013,29,4,16,0,0,1
519,2013,29,4,17,0,0,2
519,2013,29,4,18,0,0,2
519,2013,29,4,19,0,0,2
519,2013,29,4,20,0,0,3
519,2013,29,4,21,0,0,3
519,2013,29,4,22,0,0,3
519,2013,29,4,23,0,0,2
519,2013,29,5,0,0,0,2
519,2013,29,5,1,0,0,2
519,2013,29,5,2,0,0,2
519,2013,29,5,3,0,0,2
519,2013,29,5,4,0,0,2
519,2013,29,5,5,0,0,2
519,2013,29,5,6,0,0,2
519,2013,29,5,7,0,0,2
519,2013,29,5,8,0,0,2
519,2013,29,5,9,0,0,2
519,2013,29,5,10,0,0,2
519,2013,29,5,11,0,0,3
519,2013,29,5,12,0,0,3
519,2013,29,5,13,0,0,3
519,2013,29,5,14,0,0,2
519,2013,29,5,15,0,0,2
519,2013,29,5,16,0,0,3
519,2013,29,5,17,0,0,3
519,2013,29,5,18,0,0,3
519,2013,29,5,19,0,0,3
519,2013,29,5,20,0,0,3
519,2013,29,5,21,0,0,3
519,2013,29,5,22,0,0,2
519,2013,29,5,23,0,0,4
519,2013,29,6,0,0,0,4
519,2013,29,6,1,0,0,4
519,2013,29,6,2,0,0,4
519,2013,29,6,3,0,0,2
519,2013,29,6,4,0,0,4
519,2013,29,6,5,0,0,4
519,2013,29,6,6,0,0,4
519,2013,29,6,7,0,0,4
519,2013,29,6,8,0,0,4
519,2013,29,6,9,0,0,4
519,2013,29,6,10,0,0,4
519,2013,29,6,11,0,0,2
519,2013,29,6,12,0,0,4
519,2013,29,6,13,0,0,4
519,2013,29,6,14,0,0,4
519,2013,29,6,15,0,0,2
519,2013,29,6,16,0,0,2
519,2013,29,6,17,0,0,2
519,2013,29,6,18,0,0,2
519,2013,29,6,19,0,0,2
519,2013,29,6,20,0,0,2
519,2013,29,6,21,0,0,2
519,2013,29,6,22,0,0,2
519,2013,29,6,23,0,0,1
519,2013,30,0,0,0,0,1
519,2013,30,0,1,0,0,1
519,2013,30,0,2,0,0,1
519,2013,30,0,3,0,0,1
519,2013,30,0,4,0,0,1
519,2013,30,0,5,0,0,1
519,2013,30,0,6,0,0,1
519,2013,30,0,7,0,0,1
519,2013,30,0,8,0,0,1
519,2013,30,0,9,0,0,1
519,2013,30,0,10,0,0,2
519,2013,30,0,11,0,0,1
519,2013,30,0,12,0,0,1
519,2013,30,0,13,0,0,1
519,2013,30,0,14,0,0,1
519,2013,30,0,15,0,0,1
519,2013,30,0,16,0,0,1
519,2013,30,0,17,0,0,2
519,2013,30,0,18,0,0,2
519,2013,30,0,19,0,0,2
519,2013,30,0,20,0,0,2
519,2013,30,0,21,0,0,2
519,2013,30,0,22,0,0,2
519,2013,30,0,23,0,0,1
519,2013,30,1,0,0,0,1
519,2013,30,1,1,0,0,1
519,2013,30,1,2,0,0,2
519,2013,30,1,3,0,0,2
519,2013,30,1,4,0,0,2
519,2013,30,1,5,0,0,1
519,2013,30,1,6,0,0,1
519,2013,30,1,7,0,0,2
519,2013,30,1,8,0,0,1
519,2013,30,1,9,0,0,1
519,2013,30,1,10,0,0,1
519,2013,30,1,11,0,0,1
519,2013,30,1,12,0,0,1
519,2013,30,1,13,0,0,1
519,2013,30,1,14,0,0,2
519,2013,30,1,15,0,0,2
519,2013,30,1,16,0,0,2
519,2013,30,1,17,0,0,2
519,2013,30,1,18,0,0,2
519,2013,30,1,19,0,0,2
519,2013,30,1,20,0,0,2
519,2013,30,1,21,0,0,2
519,2013,30,1,22,0,0,5
519,2013,30,1,23,0,0,2
519,2013,30,2,0,0,0,2
519,2013,30,2,1,0,0,2
519,2013,30,2,2,0,0,2
519,2013,30,2,3,0,0,4
519,2013,30,2,4,0,0,4
519,2013,30,2,5,0,0,3
519,2013,30,2,6,0,0,4
519,2013,30,2,7,0,0,4
519,2013,30,2,8,0,0,4
519,2013,30,2,9,0,0,5
519,2013,30,2,10,0,0,2
519,2013,30,2,11,0,0,4
519,2013,30,2,12,0,0,1
519,2013,30,2,13,0,0,1
519,2013,30,2,14,0,0,1
519,2013,30,2,15,0,0,1
519,2013,30,2,16,0,0,1
519,2013,30,2,17,0,0,1
519,2013,30,2,18,0,0,1
519,2013,30,2,19,0,0,1
519,2013,30,2,20,0,0,1
519,2013,30,2,21,0,0,1
519,2013,30,2,22,0,0,1
519,2013,30,2,23,0,0,1
519,2013,30,3,0,0,0,1
519,2013,30,3,1,0,0,1
519,2013,30,3,2,0,0,1
519,2013,30,3,3,0,0,1
519,2013,30,3,4,0,0,1
519,2013,30,3,5,0,0,1
519,2013,30,3,6,0,0,1
519,2013,30,3,7,0,0,1
519,2013,30,3,8,0,0,1
519,2013,30,3,9,0,0,1
519,2013,30,3,10,0,0,1
519,2013,30,3,11,0,0,1
519,2013,30,3,12,0,0,1
519,2013,30,3,13,0,0,1
519,2013,30,3,14,0,0,1
519,2013,30,3,15,0,0,1
519,2013,30,3,16,0,0,1
519,2013,30,3,17,0,0,1
519,2013,30,3,18,0,0,1
519,2013,30,3,19,0,0,1
519,2013,30,3,20,0,0,1
519,2013,30,3,21,0,0,1
519,2013,30,3,22,0,0,1
519,2013,30,3,23,0,0,1
519,2013,30,4,0,5,6,1
519,2013,30,4,1,1,0,1
519,2013,30,4,2,1,3,1
519,2013,30,4,3,2,0,1
519,2013,30,4,4,0,0,1
519,2013,30,4,5,3,5,1
519,2013,30,4,6,10,10,1
519,2013,30,4,7,17,21,2
519,2013,30,4,8,40,46,1
519,2013,30,4,9,38,32,1
519,2013,30,4,10,12,7,1
519,2013,30,4,11,6,6,1
519,2013,30,4,12,2,1,1
519,2013,30,4,13,3,3,1
519,2013,30,4,14,4,4,1
519,2013,30,4,15,1,1,1
519,2013,30,4,16,3,5,1
519,2013,30,4,17,12,10,1
519,2013,30,4,18,23,29,1
519,2013,30,4,19,17,12,1
519,2013,30,4,20,8,7,2
519,2013,30,4,21,2,2,2
519,2013,30,4,22,3,6,2
519,2013,30,4,23,5,2,4
519,2013,30,5,0,0,0,2
519,2013,30,5,1,0,0,2
519,2013,30,5,2,0,0,2
519,2013,30,5,3,1,1,2
519,2013,30,5,4,0,0,2
519,2013,30,5,5,2,2,2
519,2013,30,5,6,6,9,2
519,2013,30,5,7,13,16,2
519,2013,30,5,8,43,43,2
519,2013,30,5,9,29,28,2
519,2013,30,5,10,10,6,2
519,2013,30,5,11,9,11,1
519,2013,30,5,12,14,21,1
519,2013,30,5,13,14,5,1
519,2013,30,5,14,11,15,2
519,2013,30,5,15,21,22,2
519,2013,30,5,16,22,24,4
519,2013,30,5,17,63,65,2
519,2013,30,5,18,36,31,2
519,2013,30,5,19,23,21,2
519,2013,30,5,20,9,6,2
519,2013,30,5,21,8,8,2
519,2013,30,5,22,6,7,2
519,2013,30,5,23,3,2,2
519,2013,30,6,0,3,4,2
519,2013,30,6,1,2,1,2
519,2013,30,6,2,1,1,2
519,2013,30,6,3,1,1,3
519,2013,30,6,4,0,0,2
519,2013,30,6,5,0,0,2
519,2013,30,6,6,1,1,2
519,2013,30,6,7,1,2,2
519,2013,30,6,8,3,4,2
519,2013,30,6,9,5,9,2
519,2013,30,6,10,15,18,1
519,2013,30,6,11,13,6,1
519,2013,30,6,12,12,13,1
519,2013,30,6,13,12,14,1
519,2013,30,6,14,12,10,1
519,2013,30,6,15,17,16,1
519,2013,30,6,16,13,19,1
519,2013,30,6,17,13,7,1
519,2013,30,6,18,14,19,1
519,2013,30,6,19,14,13,1
519,2013,30,6,20,18,13,1
519,2013,30,6,21,4,8,1
519,2013,30,6,22,12,7,1
519,2013,30,6,23,4,6,3
519,2013,31,0,0,4,3,3
519,2013,31,0,1,3,2,3
519,2013,31,0,2,3,3,1
519,2013,31,0,3,0,0,1
519,2013,31,0,4,0,0,1
519,2013,31,0,5,0,0,1
519,2013,31,0,6,1,1,1
519,2013,31,0,7,1,3,1
519,2013,31,0,8,4,2,2
519,2013,31,0,9,1,1,1
519,2013,31,0,10,4,10,1
519,2013,31,0,11,8,4,3
519,2013,31,0,12,13,15,3
519,2013,31,0,13,12,8,3
519,2013,31,0,14,10,12,2
519,2013,31,0,15,13,19,3
519,2013,31,0,16,14,9,2
519,2013,31,0,17,14,21,3
519,2013,31,0,18,16,13,2
519,2013,31,0,19,24,25,2
519,2013,31,0,20,17,12,2
519,2013,31,0,21,8,6,2
519,2013,31,0,22,11,11,2
519,2013,31,0,23,7,6,1
519,2013,31,1,0,1,2,1
519,2013,31,1,1,1,1,1
519,2013,31,1,2,1,0,1
519,2013,31,1,3,0,0,1
519,2013,31,1,4,0,0,1
519,2013,31,1,5,0,1,1
519,2013,31,1,6,7,8,1
519,2013,31,1,7,19,32,2
519,2013,31,1,8,56,53,2
519,2013,31,1,9,44,39,1
519,2013,31,1,10,12,8,1
519,2013,31,1,11,8,8,1
519,2013,31,1,12,11,11,1
519,2013,31,1,13,14,13,1
519,2013,31,1,14,7,9,1
519,2013,31,1,15,8,11,1
519,2013,31,1,16,14,11,1
519,2013,31,1,17,57,83,1
519,2013,31,1,18,98,82,1
519,2013,31,1,19,36,29,1
519,2013,31,1,20,14,9,1
519,2013,31,1,21,7,5,1
519,2013,31,1,22,3,6,1
519,2013,31,1,23,11,8,1
519,2013,31,2,0,1,2,1
519,2013,31,2,1,1,1,1
519,2013,31,2,2,1,0,1
519,2013,31,2,3,0,0,1
519,2013,31,2,4,0,1,1
519,2013,31,2,5,1,1,1
519,2013,31,2,6,7,8,1
519,2013,31,2,7,26,29,1
519,2013,31,2,8,47,54,1
519,2013,31,2,9,43,34,1
519,2013,31,2,10,11,9,1
519,2013,31,2,11,4,3,1
519,2013,31,2,12,1,5,1
519,2013,31,2,13,7,11,1
519,2013,31,2,14,17,12,1
519,2013,31,2,15,12,12,1
519,2013,31,2,16,9,9,1
519,2013,31,2,17,60,78,1
519,2013,31,2,18,61,51,1
519,2013,31,2,19,27,24,1
519,2013,31,2,20,26,24,1
519,2013,31,2,21,19,15,1
519,2013,31,2,22,12,13,1
519,2013,31,2,23,7,6,1
519,2013,31,3,0,6,5,1
519,2013,31,3,1,3,2,1
519,2013,31,3,2,0,0,1
519,2013,31,3,3,0,0,1
519,2013,31,3,4,0,0,1
519,2013,31,3,5,1,5,1
519,2013,31,3,6,17,15,2
519,2013,31,3,7,15,21,1
519,2013,31,3,8,60,58,1
519,2013,31,3,9,38,38,1
519,2013,31,3,10,13,10,1
519,2013,31,3,11,11,9,1
519,2013,31,3,12,6,7,1
519,2013,31,3,13,9,12,1
519,2013,31,3,14,8,4,1
519,2013,31,3,15,10,11,1
519,2013,31,3,16,10,16,1
519,2013,31,3,17,42,41,1
519,2013,31,3,18,56,80,1
519,2013,31,3,19,55,34,1
519,2013,31,3,20,20,11,1
519,2013,31,3,21,11,13,1
519,2013,31,3,22,7,7,1
519,2013,31,3,23,2,0,2
519,2013,31,4,0,1,2,1
519,2013,31,4,1,2,2,1
519,2013,31,4,2,1,0,1
519,2013,31,4,3,0,0,1
519,2013,31,4,4,0,0,2
519,2013,31,4,5,3,3,1
519,2013,31,4,6,9,11,1
519,2013,31,4,7,16,23,1
519,2013,31,4,8,43,35,1
519,2013,31,4,9,31,34,1
519,2013,31,4,10,10,5,1
519,2013,31,4,11,4,7,1
519,2013,31,4,12,10,9,3
519,2013,31,4,13,8,7,1
